filename,category
1-19111-A-24.wav,coughing
1-19118-A-24.wav,coughing
1-30830-A-24.wav,coughing
1-52266-A-24.wav,coughing
1-52323-A-24.wav,coughing
1-53663-A-24.wav,coughing
1-58792-A-24.wav,coughing
1-63679-A-24.wav,coughing
2-108017-A-24.wav,coughing
2-123896-A-24.wav,coughing
2-85292-A-24.wav,coughing
2-87412-A-24.wav,coughing
2-87794-A-24.wav,coughing
2-87795-A-24.wav,coughing
2-87799-A-24.wav,coughing
2-98676-A-24.wav,coughing
3-125418-A-24.wav,coughing
3-132601-A-24.wav,coughing
3-142604-A-24.wav,coughing
3-145487-A-24.wav,coughing
3-146873-A-24.wav,coughing
3-149042-A-24.wav,coughing
3-151212-A-24.wav,coughing
3-151213-A-24.wav,coughing
4-152995-A-24.wav,coughing
4-154443-A-24.wav,coughing
4-155650-A-24.wav,coughing
4-155650-B-24.wav,coughing
4-157296-A-24.wav,coughing
4-169726-A-24.wav,coughing
4-171396-A-24.wav,coughing
4-177835-A-24.wav,coughing
5-178997-A-24.wav,coughing
5-184871-A-24.wav,coughing
5-204604-A-24.wav,coughing
5-207681-A-24.wav,coughing
5-208761-A-24.wav,coughing
5-209719-A-24.wav,coughing
5-211197-A-24.wav,coughing
5-251489-A-24.wav,coughing
1-26143-A-21.wav,sneezing
1-29680-A-21.wav,sneezing
1-31748-A-21.wav,sneezing
1-47273-A-21.wav,sneezing
1-47274-A-21.wav,sneezing
1-54505-A-21.wav,sneezing
1-59324-A-21.wav,sneezing
1-81883-A-21.wav,sneezing
2-109505-A-21.wav,sneezing
2-118104-A-21.wav,sneezing
2-119102-A-21.wav,sneezing
2-128631-A-21.wav,sneezing
2-130978-A-21.wav,sneezing
2-130979-A-21.wav,sneezing
2-82538-A-21.wav,sneezing
2-93030-A-21.wav,sneezing
3-141684-A-21.wav,sneezing
3-142601-A-21.wav,sneezing
3-142605-A-21.wav,sneezing
3-143119-A-21.wav,sneezing
3-144692-A-21.wav,sneezing
3-148330-A-21.wav,sneezing
3-150231-A-21.wav,sneezing
3-156558-A-21.wav,sneezing
4-156843-A-21.wav,sneezing
4-156844-A-21.wav,sneezing
4-157297-A-21.wav,sneezing
4-167642-A-21.wav,sneezing
4-171519-A-21.wav,sneezing
4-184434-A-21.wav,sneezing
4-185415-A-21.wav,sneezing
4-185619-A-21.wav,sneezing
5-187979-A-21.wav,sneezing
5-194533-A-21.wav,sneezing
5-201274-A-21.wav,sneezing
5-202220-A-21.wav,sneezing
5-220026-A-21.wav,sneezing
5-220027-A-21.wav,sneezing
5-221518-A-21.wav,sneezing
5-221593-A-21.wav,sneezing
1-137-A-32.wav,keyboard_typing
1-53501-A-32.wav,keyboard_typing
1-61212-A-32.wav,keyboard_typing
1-62594-A-32.wav,keyboard_typing
1-79711-A-32.wav,keyboard_typing
1-84393-A-32.wav,keyboard_typing
1-94231-A-32.wav,keyboard_typing
1-94231-B-32.wav,keyboard_typing
2-104168-A-32.wav,keyboard_typing
2-109316-A-32.wav,keyboard_typing
2-118459-A-32.wav,keyboard_typing
2-118459-B-32.wav,keyboard_typing
2-118817-A-32.wav,keyboard_typing
2-120333-A-32.wav,keyboard_typing
2-99795-A-32.wav,keyboard_typing
2-99796-A-32.wav,keyboard_typing
3-125548-A-32.wav,keyboard_typing
3-132830-A-32.wav,keyboard_typing
3-144106-A-32.wav,keyboard_typing
3-144120-A-32.wav,keyboard_typing
3-153444-A-32.wav,keyboard_typing
3-154781-A-32.wav,keyboard_typing
3-155568-A-32.wav,keyboard_typing
3-155570-A-32.wav,keyboard_typing
4-158653-A-32.wav,keyboard_typing
4-167155-A-32.wav,keyboard_typing
4-172180-A-32.wav,keyboard_typing
4-172742-A-32.wav,keyboard_typing
4-177243-A-32.wav,keyboard_typing
4-181707-A-32.wav,keyboard_typing
4-181708-A-32.wav,keyboard_typing
4-185613-A-32.wav,keyboard_typing
5-205090-A-32.wav,keyboard_typing
5-215005-A-32.wav,keyboard_typing
5-216131-A-32.wav,keyboard_typing
5-222894-A-32.wav,keyboard_typing
5-223099-A-32.wav,keyboard_typing
5-223099-B-32.wav,keyboard_typing
5-234923-A-32.wav,keyboard_typing
5-244178-A-32.wav,keyboard_typing
1-118206-A-31.wav,mouse_click
1-18655-A-31.wav,mouse_click
1-45645-A-31.wav,mouse_click
1-81851-A-31.wav,mouse_click
1-85123-A-31.wav,mouse_click
1-95563-A-31.wav,mouse_click
1-97793-A-31.wav,mouse_click
1-99958-A-31.wav,mouse_click
2-119139-A-31.wav,mouse_click
2-138257-A-31.wav,mouse_click
2-146877-A-31.wav,mouse_click
2-146877-B-31.wav,mouse_click
2-152895-A-31.wav,mouse_click
2-152964-A-31.wav,mouse_click
2-153388-A-31.wav,mouse_click
2-154688-A-31.wav,mouse_click
3-155556-A-31.wav,mouse_click
3-158056-A-31.wav,mouse_click
3-158056-B-31.wav,mouse_click
3-167096-A-31.wav,mouse_click
3-170312-A-31.wav,mouse_click
3-170851-A-31.wav,mouse_click
3-172179-A-31.wav,mouse_click
3-185313-A-31.wav,mouse_click
4-192068-A-31.wav,mouse_click
4-195305-A-31.wav,mouse_click
4-201300-A-31.wav,mouse_click
4-201800-A-31.wav,mouse_click
4-202298-A-31.wav,mouse_click
4-204612-A-31.wav,mouse_click
4-204683-A-31.wav,mouse_click
4-210309-A-31.wav,mouse_click
5-219318-A-31.wav,mouse_click
5-223103-A-31.wav,mouse_click
5-223317-A-31.wav,mouse_click
5-232802-A-31.wav,mouse_click
5-233019-A-31.wav,mouse_click
5-237315-A-31.wav,mouse_click
5-238926-A-31.wav,mouse_click
5-244651-A-31.wav,mouse_click
1-101336-A-30.wav,door_wood_knock
1-103995-A-30.wav,door_wood_knock
1-103999-A-30.wav,door_wood_knock
1-26188-A-30.wav,door_wood_knock
1-52290-A-30.wav,door_wood_knock
1-81001-A-30.wav,door_wood_knock
1-81001-B-30.wav,door_wood_knock
1-82817-A-30.wav,door_wood_knock
2-114254-A-30.wav,door_wood_knock
2-118624-A-30.wav,door_wood_knock
2-118625-A-30.wav,door_wood_knock
2-120218-A-30.wav,door_wood_knock
2-120218-B-30.wav,door_wood_knock
2-133889-A-30.wav,door_wood_knock
2-134915-A-30.wav,door_wood_knock
2-140841-A-30.wav,door_wood_knock
3-144510-A-30.wav,door_wood_knock
3-151089-A-30.wav,door_wood_knock
3-152594-A-30.wav,door_wood_knock
3-154378-A-30.wav,door_wood_knock
3-170574-A-30.wav,door_wood_knock
3-180147-A-30.wav,door_wood_knock
3-182023-A-30.wav,door_wood_knock
3-182025-A-30.wav,door_wood_knock
4-182034-A-30.wav,door_wood_knock
4-182039-A-30.wav,door_wood_knock
4-182041-A-30.wav,door_wood_knock
4-186518-A-30.wav,door_wood_knock
4-187284-A-30.wav,door_wood_knock
4-188878-A-30.wav,door_wood_knock
4-211502-A-30.wav,door_wood_knock
4-261068-A-30.wav,door_wood_knock
5-218980-A-30.wav,door_wood_knock
5-218981-A-30.wav,door_wood_knock
5-235644-A-30.wav,door_wood_knock
5-250026-A-30.wav,door_wood_knock
5-250026-B-30.wav,door_wood_knock
5-251426-A-30.wav,door_wood_knock
5-251426-B-30.wav,door_wood_knock
5-256512-A-30.wav,door_wood_knock
1-51805-A-33.wav,door_wood_creaks
1-51805-B-33.wav,door_wood_creaks
1-51805-C-33.wav,door_wood_creaks
1-51805-D-33.wav,door_wood_creaks
1-51805-E-33.wav,door_wood_creaks
1-51805-F-33.wav,door_wood_creaks
1-51805-G-33.wav,door_wood_creaks
1-51805-H-33.wav,door_wood_creaks
2-123712-A-33.wav,door_wood_creaks
2-70344-A-33.wav,door_wood_creaks
2-70366-A-33.wav,door_wood_creaks
2-70367-A-33.wav,door_wood_creaks
2-7321-A-33.wav,door_wood_creaks
2-87780-A-33.wav,door_wood_creaks
2-91912-A-33.wav,door_wood_creaks
2-91912-B-33.wav,door_wood_creaks
3-101381-A-33.wav,door_wood_creaks
3-101381-B-33.wav,door_wood_creaks
3-103401-A-33.wav,door_wood_creaks
3-103401-B-33.wav,door_wood_creaks
3-103401-C-33.wav,door_wood_creaks
3-103401-D-33.wav,door_wood_creaks
3-118194-A-33.wav,door_wood_creaks
3-94355-A-33.wav,door_wood_creaks
4-107117-A-33.wav,door_wood_creaks
4-107120-A-33.wav,door_wood_creaks
4-107122-A-33.wav,door_wood_creaks
4-108352-A-33.wav,door_wood_creaks
4-128659-A-33.wav,door_wood_creaks
4-132839-A-33.wav,door_wood_creaks
4-160036-A-33.wav,door_wood_creaks
4-160036-B-33.wav,door_wood_creaks
5-161270-A-33.wav,door_wood_creaks
5-161270-B-33.wav,door_wood_creaks
5-173568-A-33.wav,door_wood_creaks
5-177779-A-33.wav,door_wood_creaks
5-181458-A-33.wav,door_wood_creaks
5-187444-A-33.wav,door_wood_creaks
5-188606-A-33.wav,door_wood_creaks
5-191497-A-33.wav,door_wood_creaks
1-21934-A-38.wav,clock_tick
1-21935-A-38.wav,clock_tick
1-35687-A-38.wav,clock_tick
1-42139-A-38.wav,clock_tick
1-48413-A-38.wav,clock_tick
1-57163-A-38.wav,clock_tick
1-62849-A-38.wav,clock_tick
1-62850-A-38.wav,clock_tick
2-119748-A-38.wav,clock_tick
2-127108-A-38.wav,clock_tick
2-131943-A-38.wav,clock_tick
2-134700-A-38.wav,clock_tick
2-135728-A-38.wav,clock_tick
2-140147-A-38.wav,clock_tick
2-141584-A-38.wav,clock_tick
2-88724-A-38.wav,clock_tick
3-142593-A-38.wav,clock_tick
3-143933-A-38.wav,clock_tick
3-150363-A-38.wav,clock_tick
3-164688-A-38.wav,clock_tick
3-170377-A-38.wav,clock_tick
3-170383-A-38.wav,clock_tick
3-171012-A-38.wav,clock_tick
3-171041-A-38.wav,clock_tick
4-175945-A-38.wav,clock_tick
4-179984-A-38.wav,clock_tick
4-181035-A-38.wav,clock_tick
4-181865-A-38.wav,clock_tick
